"station_eu_code";"rmse_20";"rmse_80";"mse_20";"mse_80";"rsq_20";"rsq_80";"FAC2";"FB";"NMSE"
IT0825A;24.2011895904137;24.6522366050264;585.69757759115;607.732769630202;0.832524422524954;0.809783248086524;0.994413407821229;0.0153002887532411;0.0362496210885788
IT0828A;21.4305496661926;22.3063234037532;459.268458995146;497.572063792829;0.797301378627943;0.818511366230664;0.994285714285714;0.0206157996638634;0.0450935188193375
IT0863A;11.6338895265583;10.4426922674555;135.347385516162;109.049821792775;0.735749065026398;0.779156568837425;0.96969696969697;0.00251658008112427;0.0715088071376647
IT0867A;12.2839857282732;10.7199596267361;150.896305372419;114.917534398853;0.708246584049082;0.775281149281985;0.961538461538462;0.00863482751162469;0.126110113952616
IT0869A;16.8917445737044;14.4222604065723;285.331034743272;208.001595234982;0.693772318729456;0.805394147041359;0.941176470588235;0.055690584127346;0.151453292772911
IT0870A;13.2441754580623;12.2258138906961;175.40818356394;149.470525289937;0.595555488566968;0.681769092881416;0.96056338028169;0.0284260300243439;0.0989856863016781
IT0871A;8.07903524450769;7.57539678060783;65.2708104819975;57.3866363836435;0.75139629778072;0.76635518385195;0.952908587257618;0.00182568302103765;0.0824006389707627
IT0872A;20.2179186086087;16.552266656456;408.764232864324;273.977531466425;0.783154523109196;0.864095777622668;0.980716253443526;0.00246073676130946;0.0803704736469922
IT0884A;3.19411917699644;2.99137516327407;10.2023973168564;8.94832536745299;0.491575619173084;0.548587040089887;0.951977401129944;0.0192608829173206;0.0873715426597655
IT0885A;13.0635956212499;11.4635743683375;170.65753055554;131.413537298404;0.543670831567816;0.67347073076313;0.937142857142857;0.00673890762828556;0.159794193590058
IT0887A;13.2618319817658;12.786202406687;175.876187512586;163.486971984768;0.7683458154181;0.793550550082364;0.963380281690141;3.54117601122377e-05;0.0712812473612112
IT0888A;17.6458768470585;17.4651694020385;311.376969701554;305.032142241901;0.744828090255767;0.7993443099242;0.966101694915254;0.0160854150004534;0.068506835688683
IT0889A;18.5633009291855;16.2367051285384;344.5961413875;263.630593431105;0.740003985642474;0.836460300914426;0.946778711484594;0.0424377474382029;0.104988448415178
IT0952A;5.87169804015704;5.32908877842855;34.476837874784;28.3991872083731;0.633216363043444;0.722752204432137;0.91830985915493;0.0181506244004077;0.137229967633715
IT0953A;15.0384564570175;16.2094514941533;226.155172609612;262.74631774131;0.798520620317277;0.788053667123656;0.954154727793696;0.0199984915820104;0.0686808250608515
IT0956A;32.9538726842248;27.7507655422276;1085.9577248881;770.104988179689;0.739505516289772;0.768133042137933;0.926760563380282;0.00934011086856944;0.138980529950007
IT0989A;2.71419455416382;2.67159477949818;7.36685207785252;7.13741866584195;0.798868657957112;0.764251548129049;0.943977591036415;0.00904438639747122;0.0902023965472181
IT0991A;20.367600480946;20.4437881850589;414.839149351433;417.948475355554;0.789225933886547;0.803609640939535;0.972067039106145;0.00828986476731278;0.0584760196864233
