"date","reporting_year","station_eu_code","value","mese","stagione","station_code","t2m","tmin2m","tmax2m","tp","ptp","rh","u10m","v10m","wspeed","wspeed_max","pwspeed","wdir","sp","nirradiance","pbl00","pbl12","pblmin","pblmax","coordx","coordy","altitude","altitudedem","jd"
2016-01-01,2016,"IT0870A",42,1,"inverno",1206002,5.9,3.5,8.9,0.1,0,91.3,-0.3,-0.2,0.360555127546399,1.32985109544769,0.781024967590665,56.3099324740202,976.5,34.7,0.01,0.28,0.01,0.58,845047,4630348,401,341,1095
2016-01-02,2016,"IT0870A",41.1739130434783,1,"inverno",1206002,4.7,1.1,7.3,8.7,0.1,97.9,-1.1,-0.2,1.11803398874989,1.86496511679864,0.360555127546399,79.695153531234,971.2,13,0.01,0.11,0.01,0.14,845047,4630348,401,341,1096
2016-01-03,2016,"IT0870A",30.9130434782609,1,"inverno",1206002,6.4,3,9.3,15.1,8.7,97.8,0.4,-0.2,0.447213595499958,2.14844808950996,1.11803398874989,296.565051177078,959.9,50.5,0.05,0.89,0.02,0.89,845047,4630348,401,341,1097
2016-01-04,2016,"IT0870A",37.7391304347826,1,"inverno",1206002,5.6,2.6,8,14.9,15.1,99.1,-0.9,-0.1,0.905538513813742,1.33482288723056,0.447213595499958,83.6598082540901,954.4,7.6,0.04,0.08,0.01,0.08,845047,4630348,401,341,1098
2016-01-05,2016,"IT0870A",45.2173913043478,1,"inverno",1206002,7.3,5.8,9.6,4,14.9,97.8,-0.8,-0.3,0.854400374531753,3.21613984447458,0.905538513813742,69.4439547804165,953.2,13,0.01,0.08,0.01,0.1,845047,4630348,401,341,1099
2016-01-06,2016,"IT0870A",32.304347826087,1,"inverno",1206002,6.3,4.2,9.2,17.2,4,98.1,0.1,0.3,0.316227766016838,1.88668805901985,0.854400374531753,198.434948822922,953.4,36,0.01,0.87,0.01,0.87,845047,4630348,401,341,1100
2016-01-07,2016,"IT0870A",42.3913043478261,1,"inverno",1206002,5.5,0.1,9.6,0.7,17.2,87.5,-0.1,-0.4,0.412310562561766,3.02791068052843,0.316227766016838,14.0362434679265,957.7,79.6,0.06,0.34,0.03,0.76,845047,4630348,401,341,1101
2016-01-08,2016,"IT0870A",50.6086956521739,1,"inverno",1206002,9,5.2,12.7,1.1,0.7,95.8,-0.6,0.2,0.632455532033676,2.01180892727362,0.412310562561766,108.434948822922,962.7,44.6,0.04,0.25,0.02,0.36,845047,4630348,401,341,1102
2016-01-09,2016,"IT0870A",49.4347826086956,1,"inverno",1206002,10.3,8,13.6,0.6,1.1,95.5,-1.2,1,1.56204993518133,5.05830607569853,0.632455532033676,129.805571092265,963.8,44.2,0.05,0.57,0.05,0.75,845047,4630348,401,341,1103
2016-01-10,2016,"IT0870A",44.7826086956522,1,"inverno",1206002,10.4,8.3,13.3,14.4,0.6,94.9,0.4,0.8,0.894427190999916,1.23929822083973,1.56204993518133,206.565051177078,962.3,58.2,0.09,0.95,0.02,1.03,845047,4630348,401,341,1104
2016-01-11,2016,"IT0870A",50.8260869565217,1,"inverno",1206002,10.2,7.5,12.6,10.2,14.4,96.9,0.4,1.7,1.7464249196573,7.53575377675788,0.894427190999916,193.240519915187,961.5,43.8,0.07,0.5,0.06,1.14,845047,4630348,401,341,1105
2016-01-12,2016,"IT0870A",39.304347826087,1,"inverno",1206002,7.8,5.2,9.9,8,10.2,91.6,1.3,0.4,1.36014705087354,2.37081020564442,1.7464249196573,252.897271030948,961.9,60.8,0.82,1.14,0.03,1.33,845047,4630348,401,341,1106
2016-01-13,2016,"IT0870A",46.0869565217391,1,"inverno",1206002,5.6,1.3,9.4,3,8,87.5,0.4,-0.5,0.640312423743285,1.74000878860846,1.36014705087354,321.34019174591,967.7,64.8,0.03,0.7,0.01,0.82,845047,4630348,401,341,1107
2016-01-14,2016,"IT0870A",54.1739130434783,1,"inverno",1206002,3.7,-1.8,8.5,11.2,3,93.6,-0.9,0.3,0.948683298050514,2.33673401505923,0.640312423743285,108.434948822922,969.9,47.2,0.01,0.55,0.01,0.61,845047,4630348,401,341,1108
2016-01-15,2016,"IT0870A",48.8260869565217,1,"inverno",1206002,7.6,4.8,10,16.1,11.2,92.9,0.4,0.2,0.447213595499958,2.51133986446715,0.948683298050514,243.434948822922,960.4,39.5,0.16,0.38,0.02,0.87,845047,4630348,401,341,1109
2016-01-16,2016,"IT0870A",42,1,"inverno",1206002,3.4,0,6.8,0.3,16.1,75.6,-0.8,-1.5,1.7,3.71930504859631,0.447213595499958,28.072486935853,957.6,57.1,0.03,1.1,0.03,1.38,845047,4630348,401,341,1110
2016-01-17,2016,"IT0870A",31.5217391304348,1,"inverno",1206002,0.8,-2.4,4.6,0.2,0.3,62.3,0.4,-2.1,2.1377558326432,3.661007320845,1.7,349.215702132437,962.5,93.1,1,1.72,0.14,1.93,845047,4630348,401,341,1111
2016-01-18,2016,"IT0870A",38.5652173913044,1,"inverno",1206002,-0.7,-3.8,3.7,0,0.2,65.2,-0.4,-1.2,1.26491106406735,1.12689735833336,2.1377558326432,18.434948822922,968,96.6,0.12,0.9,0.02,1.17,845047,4630348,401,341,1112
2016-01-19,2016,"IT0870A",52.7826086956522,1,"inverno",1206002,-0.7,-5.6,5.3,0,0,61.7,-0.6,-0.8,1,1.56541099661151,1.26491106406735,36.869897645844,966.7,90.5,0.02,0.44,0.01,0.76,845047,4630348,401,341,1113
2016-01-20,2016,"IT0870A",54.1739130434783,1,"inverno",1206002,0.6,-4.4,6.3,1.2,0,73.2,-0.3,-0.6,0.670820393249937,1.61125801125562,1,26.565051177078,969.1,96.2,0.02,0.44,0.01,0.71,845047,4630348,401,341,1114
2016-01-21,2016,"IT0870A",60.3478260869565,1,"inverno",1206002,4.1,0,9.4,1.2,1.2,86.6,-0.4,-0.5,0.640312423743285,2.40706189715983,0.670820393249937,38.6598082540901,971.5,65,0.03,0.62,0.02,0.98,845047,4630348,401,341,1115
2016-01-22,2016,"IT0870A",57.2173913043478,1,"inverno",1206002,3.9,-1.9,10,0.1,1.2,84.1,-0.3,-0.7,0.761577310586391,1.60344064986145,0.640312423743285,23.1985905136482,979.4,92,0.02,0.66,0.01,1.34,845047,4630348,401,341,1116
2016-01-23,2016,"IT0870A",53.3913043478261,1,"inverno",1206002,3.6,-1.2,8.9,0,0.1,86.9,-0.1,-0.6,0.608276253029822,1.77036398594385,0.761577310586391,9.46232220802563,982.4,81,0.02,0.44,0.01,0.82,845047,4630348,401,341,1117
2016-01-24,2016,"IT0870A",47.7826086956522,1,"inverno",1206002,3.8,-2.3,10.6,0,0,81.9,-0.4,-0.7,0.806225774829855,1.93251810996488,0.608276253029822,29.7448812969423,985,99.7,0.02,0.48,0.01,0.89,845047,4630348,401,341,1118
2016-01-25,2016,"IT0870A",53.7826086956522,1,"inverno",1206002,4.7,0.2,10.6,0,0,73.6,0.2,-1,1.01980390271856,2.34404946760725,0.806225774829855,348.69006752598,984.2,100.6,0.02,0.38,0.01,0.58,845047,4630348,401,341,1119
2016-01-26,2016,"IT0870A",58.1739130434783,1,"inverno",1206002,5.3,-0.7,12.1,0,0,80.7,-0.2,-0.7,0.728010988928052,1.31796063147209,1.01980390271856,15.9453959009228,982.7,98.1,0.02,0.3,0.01,0.46,845047,4630348,401,341,1120
2016-01-27,2016,"IT0870A",56,1,"inverno",1206002,6.2,0.8,11.6,0,0,89.7,0,-0.5,0.5,1.72998176798834,0.728010988928052,360,982.1,90.3,0.01,0.43,0.01,0.69,845047,4630348,401,341,1121
2016-01-28,2016,"IT0870A",52.695652173913,1,"inverno",1206002,7,3.4,11.9,0,0,93.1,0.1,-0.7,0.707106781186547,2.05862226314068,0.5,351.869897645844,981.9,73.2,0.02,0.38,0.01,0.58,845047,4630348,401,341,1122
2016-01-29,2016,"IT0870A",55.2608695652174,1,"inverno",1206002,7,3.2,12,0,0,92.8,-0.1,-0.6,0.608276253029822,2.18054563688324,0.707106781186547,9.46232220802563,983.3,76.6,0.01,0.37,0.01,0.6,845047,4630348,401,341,1123
2016-01-30,2016,"IT0870A",52.1739130434783,1,"inverno",1206002,7,3.3,11.3,0.1,0,92.9,0,-0.2,0.2,1.22480102072711,0.608276253029822,360,982.2,67.2,0.01,0.53,0.01,0.67,845047,4630348,401,341,1124
2016-01-31,2016,"IT0870A",53.8695652173913,1,"inverno",1206002,8.2,6.4,10.3,4.6,0.1,97.3,0,0.8,0.8,4.18930376911941,0.2,180,975,29.8,0.07,0.41,0.03,0.41,845047,4630348,401,341,1125
2016-02-01,2016,"IT0870A",68.8260869565217,2,"inverno",1206002,8.8,4.1,13.6,0,4.6,92.3,-0.5,0,0.5,1.94083155868026,0.8,90,976.1,94.2,0.05,0.38,0.01,0.61,845047,4630348,401,341,1126
2016-02-02,2016,"IT0870A",74.1739130434783,2,"inverno",1206002,8.2,3.4,13.1,0.1,0,94.2,-0.4,0.2,0.447213595499958,2.95637422694172,0.5,116.565051177078,979.6,79.4,0.01,0.35,0.01,0.51,845047,4630348,401,341,1127
2016-02-03,2016,"IT0870A",83.9565217391304,2,"inverno",1206002,9.3,7.6,11.9,4,0.1,94.5,0,0.9,0.9,1.86706924387576,0.447213595499958,180,971.9,51,0.04,0.54,0.04,0.77,845047,4630348,401,341,1128
2016-02-04,2016,"IT0870A",63.9130434782609,2,"inverno",1206002,5.7,0.9,8.9,2,4,78.4,0.3,-1.6,1.62788205960997,4.01162341112103,0.9,349.380344723845,969.7,101.5,0.09,1.33,0.03,1.43,845047,4630348,401,341,1129
2016-02-05,2016,"IT0870A",99.0434782608696,2,"inverno",1206002,5,-1.3,12.5,0,2,64.5,-0.6,-0.9,1.0816653826392,2.23085027801897,1.62788205960997,33.6900675259798,976.7,116.5,0.03,0.51,0.01,1.4,845047,4630348,401,341,1130
2016-02-06,2016,"IT0870A",106.347826086957,2,"inverno",1206002,4.8,-0.6,11,0,0,78.6,-0.5,-0.1,0.509901951359279,2.59942399419213,1.0816653826392,78.6900675259798,981.2,109.8,0.01,0.58,0.01,0.77,845047,4630348,401,341,1131
2016-02-07,2016,"IT0870A",113.565217391304,2,"inverno",1206002,5.7,1.6,8.7,2.2,0,89.3,-1.8,0.8,1.96977156035922,2.41347418750922,0.509901951359279,113.962488974578,972.8,34.6,0.03,0.51,0.03,0.55,845047,4630348,401,341,1132
2016-02-08,2016,"IT0870A",NA,2,"inverno",1206002,8.4,6.7,11,2.9,2.2,94.2,-1,0.9,1.34536240470737,3.53361610560056,1.96977156035922,131.987212495817,970.4,43.9,0.26,0.44,0.04,0.44,845047,4630348,401,341,1133
2016-02-09,2016,"IT0870A",25.5652173913043,2,"inverno",1206002,8.5,6.1,11.4,5.3,2.9,92.2,-0.8,1.6,1.78885438199983,1.49585978295485,1.34536240470737,153.434948822922,969.6,62.1,0.04,0.8,0.02,0.98,845047,4630348,401,341,1134
2016-02-10,2016,"IT0870A",16.8695652173913,2,"inverno",1206002,8,4.7,9.6,17.7,5.3,83.3,2.2,0.7,2.30867927612304,6.82656669096302,1.78885438199983,252.34987578007,956.2,83.7,0.35,1.73,0.02,1.77,845047,4630348,401,341,1135
2016-02-11,2016,"IT0870A",30.0869565217391,2,"inverno",1206002,5.7,2.1,10,6.4,17.7,82.3,0,-0.5,0.5,2.11512100542096,2.30867927612304,360,960.7,91.2,0.02,0.9,0.01,1.39,845047,4630348,401,341,1136
2016-02-12,2016,"IT0870A",35.695652173913,2,"inverno",1206002,6.2,1.8,9.3,9.2,6.4,89.6,-0.8,0.6,1,5.80447513062064,0.5,126.869897645844,959.7,40.5,0.01,0.41,0.01,0.52,845047,4630348,401,341,1137
2016-02-13,2016,"IT0870A",19.9130434782609,2,"inverno",1206002,8.8,6.1,12.7,16.7,9.2,89.2,0.3,0.7,0.761577310586391,2.34757975186974,1,203.198590513648,953.6,93.6,0.18,1.09,0.04,1.18,845047,4630348,401,341,1138
2016-02-14,2016,"IT0870A",15.8695652173913,2,"inverno",1206002,9.1,5.4,12.6,34.4,16.7,99.4,-0.5,0.9,1.0295630140987,3.76764637123351,0.761577310586391,150.945395900923,951.4,35.7,0.05,0.23,0.02,0.98,845047,4630348,401,341,1139
2016-02-15,2016,"IT0870A",21.2608695652174,2,"inverno",1206002,10.2,8.4,11.7,22.5,34.4,97,-0.9,1.5,1.74928556845359,3.22422656499555,1.0295630140987,149.036243467926,955.9,70.1,0.12,0.88,0.1,0.95,845047,4630348,401,341,1140
2016-02-16,2016,"IT0870A",30.4347826086957,2,"inverno",1206002,10.1,4.6,16.7,5.4,22.5,84.4,-1.5,-0.5,1.58113883008419,2.75686594579961,1.74928556845359,71.565051177078,966.5,83,0.11,0.21,0.03,0.6,845047,4630348,401,341,1141
2016-02-17,2016,"IT0870A",26.5217391304348,2,"inverno",1206002,9.9,6.2,13.2,2.5,5.4,87,-0.8,1.3,1.52643375224737,1.28996570993895,1.58113883008419,148.392497753751,969.6,91.7,0.5,0.95,0.02,1.04,845047,4630348,401,341,1142
2016-02-18,2016,"IT0870A",37.0869565217391,2,"inverno",1206002,8.4,5,12.6,0.3,2.5,81.2,0.5,-0.7,0.860232526704263,2.23299128444352,1.52643375224737,324.462322208026,965.1,72.9,0.02,0.54,0.02,0.97,845047,4630348,401,341,1143
2016-02-19,2016,"IT0870A",31.0869565217391,2,"inverno",1206002,7.1,3.1,10.8,2.1,0.3,87.8,0.3,0.6,0.670820393249937,2.47321774912218,0.860232526704263,206.565051177078,971.1,78.9,0.04,1.09,0.01,1.09,845047,4630348,401,341,1144
2016-02-20,2016,"IT0870A",20.695652173913,2,"inverno",1206002,6.5,1.7,10.8,3.1,2.1,80.6,0.7,-0.8,1.06301458127347,2.65613615049055,0.670820393249937,318.81407483429,974.8,120.9,0.14,1.06,0.02,1.53,845047,4630348,401,341,1145
2016-02-21,2016,"IT0870A",15.4347826086957,2,"inverno",1206002,6.2,0.3,12.5,0,3.1,82.9,0.1,-0.3,0.316227766016838,2.70169571360875,1.06301458127347,341.565051177078,977.4,127.3,0.03,0.46,0.01,0.63,845047,4630348,401,341,1146
2016-02-22,2016,"IT0870A",29.6086956521739,2,"inverno",1206002,8.6,3.2,15.2,0,0,85.1,-0.3,-0.2,0.360555127546399,4.82747465327158,0.316227766016838,56.3099324740202,974.8,116.3,0.01,0.35,0.01,0.53,845047,4630348,401,341,1147
2016-02-23,2016,"IT0870A",34.304347826087,2,"inverno",1206002,9.9,5.8,14.6,0.4,0,84,-0.5,0.6,0.781024967590665,1.89832166854934,0.360555127546399,140.194428907735,966.7,107.4,0.01,0.67,0.01,0.91,845047,4630348,401,341,1148
2016-02-24,2016,"IT0870A",29.6086956521739,2,"inverno",1206002,9.8,6,14.4,0.1,0.4,87.1,0.1,0.2,0.223606797749979,1.9807141943941,0.781024967590665,206.565051177078,965,136.7,0.07,0.79,0.03,1.2,845047,4630348,401,341,1149
2016-02-25,2016,"IT0870A",24.304347826087,2,"inverno",1206002,9.4,7.2,12.6,4.1,0.1,89.6,-0.8,1.3,1.52643375224737,1.53139403324368,0.223606797749979,148.392497753751,963.9,105,0.12,0.84,0.09,0.86,845047,4630348,401,341,1150
2016-02-26,2016,"IT0870A",24.6086956521739,2,"inverno",1206002,7.9,3.3,12.3,1,4.1,87.7,0.2,-0.1,0.223606797749979,1.64357415572928,1.52643375224737,296.565051177078,960.8,123.6,0.05,0.79,0.02,1,845047,4630348,401,341,1151
2016-02-27,2016,"IT0870A",20.2608695652174,2,"inverno",1206002,8.1,4.8,11.1,5,1,89.8,-1.8,0.9,2.01246117974981,5.43456705893856,0.223606797749979,116.565051177078,960.5,68.9,0.04,0.64,0.04,1.02,845047,4630348,401,341,1152
2016-02-28,2016,"IT0870A",14.304347826087,2,"inverno",1206002,10.6,8.3,13.9,25.5,5,84,-2.5,1.1,2.73130005674953,2.3145318191684,2.01246117974981,113.749494492867,955.1,56.3,0.73,0.99,0.4,1.76,845047,4630348,401,341,1153
2016-02-29,2016,"IT0870A",19.1304347826087,2,"inverno",1206002,7.5,5.8,9.7,27.3,25.5,93,-1.5,2.3,2.7459060435492,1.71120442166249,2.73130005674953,146.888658039628,956.7,73.6,1,0.89,0.31,1.12,845047,4630348,401,341,1154
2016-03-01,2016,"IT0870A",27,3,"primavera",1206002,8.7,4,14,3.1,27.3,81.2,-0.4,-0.6,0.721110255092798,2.75891666800295,2.7459060435492,33.6900675259798,960.9,122.6,0.3,1.08,0.01,1.38,845047,4630348,401,341,1155
2016-03-02,2016,"IT0870A",26.8260869565217,3,"primavera",1206002,7.1,1.2,13.5,1.6,3.1,83.4,0,-0.1,0.1,2.95688594197373,0.721110255092798,360,962.5,146.7,0.02,1.14,0.02,1.43,845047,4630348,401,341,1156
2016-03-03,2016,"IT0870A",21.2608695652174,3,"primavera",1206002,6.4,3.1,8.8,17.7,1.6,85.8,1.5,0.2,1.51327459504216,5.08250923086189,0.1,262.405356631409,950.8,87.9,0.18,1.13,0.03,1.5,845047,4630348,401,341,1157
