"station_eu_code";"rmse_20";"rmse_80";"mse_20";"mse_80";"rsq_20";"rsq_80";"FAC2";"FB";"NMSE"
IT0470A;12.2969651680452;13.3795078432246;151.215352344116;179.011230126909;0.727797338585303;0.710649743509873;0.949295774647887;0.024101722487489;0.0846263353264218
IT0643A;13.3697515770735;12.9755030249633;178.750257232658;168.363678750833;0.599662604811722;0.629258621684652;0.943977591036415;0.0113927415486232;0.117709113806935
IT1114A;8.81072950627743;10.6002725278085;77.6289544327878;112.365777663812;0.377402609080156;0.330070207623417;0.836619718309859;0.00811803498333481;0.220083966005402
IT1247A;10.4997716642004;9.49702530283229;110.245205000345;90.1934896026367;0.554836299688553;0.551440267431725;0.835195530726257;0.0378890998066495;0.24747254316448
IT1509A;14.381832470035;13.5180064274974;206.837105196152;182.73649777386;0.457417047553863;0.540284881951678;0.847645429362881;0.026714955672712;0.212482324007502
IT1510A;8.35105734383061;7.8144056157454;69.7401587599471;61.0649351273933;0.469776863049373;0.505824664661604;0.887323943661972;0.00161903976754227;0.227564140043458
IT1519A;9.89250355848891;9.21979178393444;97.8616266547158;85.004560539105;0.456570641070414;0.543003398582104;0.896358543417367;0.00534474712076915;0.174309480668806
IT1524A;11.7062104412654;10.6635422809244;137.03536289519;113.711133977061;0.534091965248381;0.611796435880463;0.880886426592798;0.00013514433874441;0.147724987383005
IT1529A;9.80785179237481;9.55929922094273;96.1939567811899;91.3802015955163;0.421262617334742;0.521952195480865;0.867605633802817;0.0037482558486411;0.193788536512006
IT1533A;14.1928830214585;11.8628305687946;201.437928460806;140.726749103928;0.495086874142175;0.585792011840769;0.909090909090909;0.0117645811415638;0.149158103914693
IT1676A;13.3173252135592;12.8818288154664;177.351150843701;165.941513630979;0.498375876160845;0.518282652357174;0.836206896551724;0.0014246563718353;0.186575274611622
IT1830A;12.7023808085842;12.3157068365472;161.350478206288;151.676634883776;0.575749245591962;0.62023535931111;0.914364640883978;0.0120186230014216;0.143765613434106
IT1847A;9.07255261555744;6.66442390601836;82.3112109620582;44.414545999109;0.308013522000036;0.467309813478106;0.914772727272727;0.0539390462621535;0.248859406565428
IT1904A;9.45835596167374;7.53806355162189;89.4604974977292;56.8224021082904;0.368417529943916;0.327317967750797;0.815426997245179;0.047576684425736;0.379459654242964
IT1948A;11.1140937431449;11.0404253067392;123.523079731412;121.890990953688;0.519045669575778;0.609814923154701;0.872521246458923;0.00580634402704631;0.161214411571768
IT1011A;10.2884517269101;10.0034875595055;105.85223893696;100.069763353182;0.626184569345295;0.653360904902985;0.966480446927374;0.0010543684280673;0.0991540944824155
IT1180A;7.9325692504636;7.84857755332703;62.9256549134007;61.600169610589;0.612450166947229;0.59735978931977;0.970845481049563;0.0169592384496823;0.0889872894839998
IT1182A;8.52969894760114;7.46255050403294;72.755764136708;55.6896600252423;0.663010719415481;0.704217744521201;0.915254237288136;0.00980317635688769;0.113100402153469
IT1365A;10.3944361593474;9.30709620873626;108.044303070748;86.6220398386729;0.681138884203998;0.713073371090757;0.957746478873239;0.0133091873105334;0.0954672356537039
IT1728A;10.5429625546925;9.29893714224649;111.154059429649;86.4702319754512;0.643814703997038;0.74598298707215;0.955555555555556;0.00289964923076445;0.0935070639543201
IT1860A;6.59801796838241;5.57381576023379;43.5338411110972;31.0674221290306;0.339521490001249;0.404577290712158;0.950276243093923;0.0473627675560475;0.148167748445263
IT1900A;10.2838254448977;10.8805246934079;105.757065781126;118.38581760386;0.678132477761441;0.621231542701466;0.916434540389972;0.0154416463099273;0.124805908919491
