"date","reporting_year","station_eu_code","value","mese","stagione","station_code","t2m","tmin2m","tmax2m","tp","ptp","rh","u10m","v10m","wspeed","wspeed_max","pwspeed","wdir","sp","nirradiance","pbl00","pbl12","pblmin","pblmax","coordx","coordy","altitude","altitudedem","jd"
2016-01-01,2016,"IT1837A",66.5217391304348,1,"inverno",1205882,8.9,7.1,11.5,0.3,0.1,87.8,-1.5,0.1,1.50332963783729,1.32985109544769,1.36014705087354,93.8140748342904,1015.8,39.5,0.16,0.4,0.16,0.54,787961,4640518,26,11,1095
2016-01-02,2016,"IT1837A",69.4347826086957,1,"inverno",1205882,9.2,6.7,11.4,7.8,0.3,88.9,-2.5,1.7,3.0232432915662,1.86496511679864,1.50332963783729,124.215702132437,1009.4,16.6,0.17,0.49,0.17,0.56,787961,4640518,26,11,1096
2016-01-03,2016,"IT1837A",51.1304347826087,1,"inverno",1205882,9.9,5.8,11.8,10.5,7.8,92.2,1.6,-0.6,1.70880074906351,2.14844808950996,3.0232432915662,290.556045219583,998.8,53.8,0.42,0.9,0.06,1.02,787961,4640518,26,11,1097
2016-01-04,2016,"IT1837A",86.0434782608696,1,"inverno",1205882,9.8,6.2,12.9,12,10.5,93.6,0.1,1.2,1.20415945787923,1.33482288723056,1.70880074906351,184.763641690726,992.1,11.7,0.1,0.58,0.1,0.58,787961,4640518,26,11,1098
2016-01-05,2016,"IT1837A",83.1304347826087,1,"inverno",1205882,10.1,8.7,12.1,3.7,12,94.5,-0.8,0.2,0.824621125123532,3.21613984447458,1.20415945787923,104.036243467926,991.1,15,0.48,0.29,0.03,0.5,787961,4640518,26,11,1099
2016-01-06,2016,"IT1837A",62.4347826086956,1,"inverno",1205882,9.4,6,11.2,11.6,3.7,92.5,1.6,0.4,1.64924225024706,1.88668805901985,0.824621125123532,255.963756532074,991.9,50.7,0.08,0.65,0.08,1.1,787961,4640518,26,11,1100
2016-01-07,2016,"IT1837A",75.6521739130435,1,"inverno",1205882,8.3,3.7,11.9,0.3,11.6,88.3,-0.7,0.1,0.707106781186547,3.02791068052843,1.64924225024706,98.130102354156,996.3,74.5,0.16,0.28,0.05,0.47,787961,4640518,26,11,1101
2016-01-08,2016,"IT1837A",86.695652173913,1,"inverno",1205882,12.1,7.7,15.4,0.7,0.3,92,-1.5,1.7,2.26715680975093,2.01180892727362,0.707106781186547,138.576334374997,1000.5,42.2,0.06,0.53,0.04,0.57,787961,4640518,26,11,1102
2016-01-09,2016,"IT1837A",73.1739130434783,1,"inverno",1205882,13.5,12.1,15.7,0.6,0.7,92.2,-2.2,3,3.72021504754765,5.05830607569853,2.26715680975093,143.746162262555,1001.2,49.1,0.27,0.74,0.21,0.83,787961,4640518,26,11,1103
2016-01-10,2016,"IT1837A",60.1739130434783,1,"inverno",1205882,13.9,12.5,15.8,8.1,0.6,90,1.1,2.9,3.10161248385416,1.23929822083973,3.72021504754765,200.772254682046,1000.1,66.8,0.32,0.95,0.22,1.01,787961,4640518,26,11,1104
2016-01-11,2016,"IT1837A",62.304347826087,1,"inverno",1205882,14.1,12.5,16,3,8.1,87.5,1.7,4.3,4.62385120867876,7.53575377675788,3.10161248385416,201.571307191255,998.9,55.1,0.28,0.93,0.28,1.39,787961,4640518,26,11,1105
2016-01-12,2016,"IT1837A",63.6086956521739,1,"inverno",1205882,12,9.4,13.3,0.8,3,76.1,4.1,1.4,4.33243580448689,2.37081020564442,4.62385120867876,251.146841235581,1000.3,70.1,0.81,1.67,0.34,1.67,787961,4640518,26,11,1106
2016-01-13,2016,"IT1837A",82.7391304347826,1,"inverno",1205882,9.2,5.4,12.2,1.3,0.8,76.8,1.8,-0.8,1.96977156035922,1.74000878860846,4.33243580448689,293.962488974578,1006.8,65.9,0.28,1.09,0.23,1.22,787961,4640518,26,11,1107
2016-01-14,2016,"IT1837A",89.2173913043478,1,"inverno",1205882,8.2,2.8,11.7,9.1,1.3,84.9,-0.5,2.1,2.15870331449229,2.33673401505923,1.96977156035922,166.607502246249,1008.3,45.5,0.2,1.12,0.02,1.12,787961,4640518,26,11,1108
2016-01-15,2016,"IT1837A",65.6521739130435,1,"inverno",1205882,10.6,7.2,12.1,6.5,9.1,85.9,1.8,0,1.8,2.51133986446715,2.15870331449229,270,999.2,31.3,0.78,0.66,0.22,0.9,787961,4640518,26,11,1109
2016-01-16,2016,"IT1837A",49.2608695652174,1,"inverno",1205882,5.9,2.7,9.3,0.5,6.5,64.3,-0.7,-3.9,3.96232255123179,3.71930504859631,1.8,10.1755108430432,997.5,53.3,0.21,1.04,0.1,1.64,787961,4640518,26,11,1110
2016-01-17,2016,"IT1837A",36.4347826086956,1,"inverno",1205882,4.1,1.8,7.3,0,0.5,53,0.9,-5.2,5.2773099207835,3.661007320845,3.96232255123179,350.180699361242,1003.7,93.5,1.23,1.36,0.72,1.46,787961,4640518,26,11,1111
2016-01-18,2016,"IT1837A",54.4736842105263,1,"inverno",1205882,2.9,0.3,6.7,0,0,61.7,-0.5,-2.6,2.64764045897475,1.12689735833336,5.2773099207835,10.8855270546587,1008.4,96.4,0.69,0.66,0.12,1.14,787961,4640518,26,11,1112
2016-01-19,2016,"IT1837A",66.5652173913043,1,"inverno",1205882,3.8,0.7,8.3,0,0,62.7,-1.2,-1,1.56204993518133,1.56541099661151,2.64764045897475,50.1944289077348,1006.2,86.2,0.2,0.72,0.11,1.16,787961,4640518,26,11,1113
