giorno;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
;Cod. Stazione;1205875;1205802;1205810;1205804;1205806;1205807;1205801;1205805;1205808;1205820;1205803;1205817;1205886;1205882;1205884;1205883;1205885;1205887;1205888;1205823;1205890;1205824;1205889;1205891;1205892;1205893;1205894;1205895;1205896;1205897;1205898;1205899;1205821;1205822;1205606;1205607;1206003;1206004;1206002;1206001;1206005;1205878;1205874;1206008;1205906;1205902;1205873;1205907;1205905;1205602;1205604;1205601;1205702;1205701
;Cod. EU Stazione;IT1176A;IT0825A;IT0828A;IT0956A;IT0888A;IT0889A;IT0884A;IT0885A;IT0887A;IT0953A;IT0952A;IT0957A;IT1841A;IT1837A;IT1835A;IT1836A;IT1834A;IT1906A;IT2012A;IT2264A;IT2172A;IT2265A;IT2171A;IT2246A;IT2247A;IT2248A;IT2249A;IT2250A;IT2251A;IT2252A;IT2253A;IT2254A;IT2255A;IT2258A;IT2256A;IT2257A;IT0872A;IT0871A;IT0870A;IT0991A;IT0992A;IT1183A;IT1200A;IT2013A;IT0869A;IT0865A;IT1184A;IT2173A;IT0868A;IT0863A;IT2023A;IT0864A;IT0867A;IT0989A
10/03/2020;;-999;17;-999;15;-999;22;-999;-999;16;13;9;18;-999;-999;-999;18;-999;12;12;-999;-999;-999;-999;-999;9;-999;7;9;13;-999;-999;12;-999;-999;-999;-999;-999;24;-999;-999;15;23;-999;21;-999;-999;-999;-999;-999;12;10;-999;18;9
11/03/2020;;-999;19;-999;21;-999;26;-999;-999;17;16;13;19;-999;-999;-999;19;-999;-999;21;-999;-999;-999;-999;-999;14;-999;6;8;12;5;-999;10;-999;-999;-999;-999;-999;28;-999;-999;17;34;-999;23;-999;-999;19;-999;-999;10;7;-999;10;8
12/03/2020;;-999;14;-999;16;-999;20;-999;-999;15;13;13;16;-999;-999;-999;12;-999;8;20;-999;-999;-999;-999;-999;18;-999;7;8;8;13;-999;20;-999;-999;-999;-999;-999;30;-999;-999;17;36;-999;24;-999;-999;15;-999;-999;9;6;-999;10;8
13/03/2020;;-999;16;-999;25;-999;33;-999;-999;15;20;15;15;-999;-999;-999;18;-999;13;24;-999;-999;-999;-999;-999;21;-999;10;7;7;18;-999;8;-999;-999;-999;-999;-999;35;-999;-999;19;23;-999;23;-999;-999;11;-999;-999;14;12;-999;15;12
14/03/2020;;-999;15;-999;-999;-999;32;-999;-999;22;16;11;18;-999;-999;-999;11;-999;6;18;-999;-999;-999;-999;-999;14;-999;9;8;9;9;-999;7;-999;-999;-999;-999;-999;38;-999;-999;23;22;-999;24;-999;-999;21;-999;-999;15;15;-999;24;11
15/03/2020;;-999;9;-999;12;-999;27;-999;-999;15;10;13;15;-999;-999;-999;1;-999;6;15;-999;-999;-999;-999;-999;11;-999;7;6;7;8;-999;8;-999;-999;-999;-999;-999;25;-999;-999;12;20;-999;19;-999;-999;19;-999;-999;7;8;-999;9;4
16/03/2020;;-999;15;-999;-999;-999;21;-999;-999;17;15;14;22;-999;-999;-999;15;-999;7;17;-999;-999;-999;-999;-999;13;-999;10;11;9;12;-999;15;-999;-999;-999;-999;-999;17;-999;-999;12;17;-999;17;-999;-999;18;-999;-999;12;14;-999;9;8
17/03/2020;;-999;20;-999;-999;-999;30;-999;-999;22;20;19;26;-999;-999;-999;21;-999;12;21;-999;-999;-999;-999;-999;19;-999;14;16;15;14;-999;17;-999;-999;-999;-999;-999;26;-999;-999;17;30;-999;26;-999;-999;17;-999;-999;-999;16;-999;17;14
18/03/2020;;-999;25;-999;-999;-999;34;-999;-999;21;24;24;29;-999;-999;-999;26;-999;13;32;-999;-999;-999;-999;-999;30;-999;14;14;15;12;-999;18;-999;-999;-999;-999;-999;31;-999;-999;21;32;-999;30;-999;-999;26;-999;-999;15;17;-999;24;11
19/03/2020;;-999;25;-999;19;-999;38;-999;-999;26;19;27;28;-999;-999;-999;26;-999;14;35;-999;-999;-999;-999;-999;28;-999;-999;18;18;16;-999;22;-999;-999;-999;-999;-999;30;-999;-999;18;48;-999;30;-999;-999;22;-999;-999;16;-999;-999;17;12
20/03/2020;;-999;20;-999;19;-999;40;-999;-999;31;25;25;28;-999;-999;-999;22;-999;14;31;-999;-999;-999;-999;-999;25;-999;15;17;16;16;-999;14;-999;-999;-999;-999;-999;39;-999;-999;17;41;-999;39;-999;-999;25;-999;-999;14;-999;-999;18;18
21/03/2020;;-999;20;-999;-999;-999;40;-999;-999;30;27;28;34;-999;-999;-999;23;-999;10;87;-999;-999;-999;-999;-999;23;-999;14;14;9;12;-999;14;-999;-999;-999;-999;-999;42;-999;-999;-999;40;-999;39;-999;-999;26;-999;-999;16;18;-999;19;19
22/03/2020;;-999;24;-999;-999;-999;38;-999;-999;25;27;27;30;-999;-999;-999;24;-999;13;31;-999;-999;-999;-999;-999;28;-999;14;16;13;16;-999;16;-999;-999;-999;-999;-999;39;-999;-999;19;38;-999;33;-999;-999;19;-999;-999;13;15;-999;17;17
23/03/2020;;-999;12;-999;-999;-999;19;-999;-999;12;10;20;16;-999;-999;-999;8;-999;4;11;-999;-999;-999;-999;-999;9;-999;9;11;10;10;-999;14;-999;-999;-999;-999;-999;0;-999;-999;3;9;-999;9;-999;-999;11;-999;-999;7;7;-999;-999;6
24/03/2020;;-999;10;-999;5;-999;15;-999;-999;8;7;10;10;-999;-999;-999;8;-999;5;12;-999;-999;-999;-999;-999;8;-999;8;9;11;8;-999;16;-999;-999;-999;-999;-999;-999;-999;-999;7;11;-999;12;-999;-999;13;-999;-999;7;10;-999;-999;7
25/03/2020;;-999;8;-999;0;-999;20;-999;-999;10;6;6;14;-999;-999;-999;4;-999;2;8;-999;-999;-999;-999;-999;6;-999;6;7;8;5;-999;14;-999;-999;-999;-999;-999;19;-999;-999;5;14;-999;15;-999;-999;13;-999;-999;6;6;-999;-999;5
26/03/2020;;-999;4;-999;-999;-999;10;-999;-999;12;5;5;12;-999;-999;-999;2;-999;2;-999;-999;-999;-999;-999;-999;5;-999;4;5;4;-999;-999;9;-999;-999;-999;-999;-999;19;-999;-999;3;3;-999;13;-999;-999;5;-999;-999;4;9;-999;-999;3
27/03/2020;;-999;3;-999;4;-999;12;-999;-999;11;8;4;15;-999;-999;-999;2;-999;2;10;-999;-999;-999;-999;-999;3;-999;4;7;6;-999;-999;11;-999;-999;-999;-999;-999;15;-999;-999;4;8;-999;14;-999;-999;6;-999;-999;5;6;-999;4;3
28/03/2020;;-999;10;-999;10;-999;18;-999;-999;15;14;12;20;-999;-999;-999;11;-999;4;16;-999;-999;-999;-999;-999;10;-999;13;12;12;-999;-999;7;-999;-999;-999;-999;-999;17;-999;-999;7;9;-999;16;-999;-999;11;-999;-999;14;36;-999;10;7
29/03/2020;;-999;19;-999;13;-999;19;-999;-999;17;21;19;21;-999;-999;-999;19;-999;-999;27;-999;-999;-999;-999;-999;17;-999;18;17;18;-999;-999;13;-999;-999;-999;-999;-999;18;-999;-999;11;21;-999;15;-999;-999;13;-999;-999;17;17;-999;12;11
30/03/2020;;-999;19;-999;13;-999;14;-999;-999;19;18;17;20;-999;-999;-999;21;-999;-999;22;-999;-999;-999;-999;-999;18;-999;15;14;19;-999;-999;12;-999;-999;-999;-999;-999;15;-999;-999;10;18;-999;15;-999;-999;15;-999;-999;14;14;-999;11;10
31/03/2020;;-999;10;-999;8;-999;18;-999;-999;8;8;11;11;-999;-999;-999;11;-999;-999;14;-999;-999;-999;-999;-999;11;-999;7;9;9;9;-999;13;-999;-999;-999;-999;-999;17;-999;-999;8;17;-999;15;-999;-999;12;-999;-999;7;-999;-999;4;5
01/04/2020;;-999;8;-999;-999;-999;10;-999;-999;11;8;9;10;-999;-999;-999;8;-999;-999;11;-999;-999;-999;-999;-999;8;-999;7;8;12;11;-999;14;-999;-999;-999;-999;-999;12;-999;-999;6;7;-999;7;-999;-999;7;-999;-999;8;9;-999;12;8
02/04/2020;;-999;11;-999;13;-999;17;-999;-999;16;11;12;16;-999;-999;-999;12;-999;10;33;-999;-999;-999;-999;-999;9;-999;10;11;14;10;-999;13;-999;-999;-999;-999;-999;18;-999;-999;10;13;-999;14;-999;-999;13;-999;-999;11;11;-999;14;14
03/04/2020;;-999;16;-999;17;-999;25;-999;-999;18;18;15;18;-999;-999;-999;17;-999;15;33;-999;-999;-999;-999;-999;14;-999;10;11;9;9;-999;11;-999;-999;-999;-999;-999;21;-999;-999;15;22;-999;19;-999;-999;14;-999;-999;9;13;-999;9;10
04/04/2020;;-999;13;-999;14;-999;25;-999;-999;15;14;15;16;-999;-999;-999;14;-999;12;15;-999;-999;-999;-999;-999;12;-999;10;13;12;11;-999;6;-999;-999;-999;-999;-999;17;-999;-999;12;15;-999;15;-999;-999;15;-999;-999;11;13;-999;15;10
05/04/2020;;-999;15;-999;14;-999;20;-999;-999;13;14;16;15;-999;-999;-999;13;-999;11;16;-999;-999;-999;-999;-999;14;-999;11;14;14;12;-999;13;-999;-999;-999;-999;-999;17;-999;-999;13;15;-999;15;-999;-999;15;-999;-999;12;9;-999;13;14
06/04/2020;;-999;20;-999;0;-999;23;-999;-999;20;14;19;19;-999;-999;-999;18;-999;14;19;-999;-999;-999;-999;-999;16;-999;16;19;19;16;-999;14;-999;-999;-999;-999;-999;21;-999;-999;14;18;-999;19;-999;-999;15;-999;-999;15;19;-999;15;15
07/04/2020;;-999;23;-999;-999;-999;26;-999;-999;21;21;22;22;-999;-999;-999;22;-999;18;27;-999;-999;-999;-999;-999;24;-999;17;19;23;16;-999;21;-999;-999;-999;-999;-999;23;-999;-999;18;25;-999;21;-999;-999;16;-999;-999;17;20;-999;18;18
08/04/2020;;-999;23;-999;25;-999;34;-999;-999;30;24;25;28;-999;-999;-999;25;-999;23;28;-999;-999;-999;-999;-999;24;-999;19;23;23;20;-999;19;-999;-999;-999;-999;-999;28;-999;-999;18;31;-999;26;-999;-999;20;-999;-999;19;19;-999;21;19
09/04/2020;;-999;20;-999;27;-999;31;-999;-999;24;23;21;26;-999;-999;-999;25;-999;21;29;-999;-999;-999;-999;-999;19;-999;20;21;18;17;-999;17;-999;-999;-999;-999;-999;31;-999;-999;20;36;-999;28;-999;-999;20;-999;-999;15;16;-999;18;15
10/04/2020;;-999;18;-999;24;-999;27;-999;-999;25;21;23;24;-999;-999;-999;20;-999;18;26;-999;-999;-999;-999;-999;19;-999;15;23;16;16;-999;15;-999;-999;-999;-999;-999;25;-999;-999;18;36;-999;25;-999;-999;19;-999;-999;16;15;-999;14;17
11/04/2020;;-999;18;-999;24;-999;30;-999;-999;23;21;23;24;-999;-999;-999;18;-999;18;25;-999;-999;-999;-999;-999;21;-999;14;18;17;16;-999;11;-999;-999;-999;-999;-999;28;-999;-999;19;31;-999;26;-999;-999;19;-999;-999;13;14;-999;16;18
12/04/2020;;-999;17;-999;23;-999;26;-999;-999;20;18;20;21;-999;-999;-999;17;-999;17;23;-999;-999;-999;-999;-999;20;-999;15;18;18;21;-999;18;-999;-999;-999;-999;-999;25;-999;-999;16;25;-999;22;-999;-999;15;-999;-999;13;15;-999;14;16
13/04/2020;;-999;15;-999;22;-999;28;-999;-999;22;15;18;20;-999;-999;-999;16;-999;15;18;-999;-999;-999;-999;-999;13;-999;15;15;9;14;-999;14;-999;-999;-999;-999;-999;26;-999;-999;18;25;-999;22;-999;-999;16;-999;-999;16;18;-999;18;20
14/04/2020;;-999;12;-999;17;-999;24;-999;-999;14;12;14;17;-999;-999;-999;12;-999;13;16;-999;-999;-999;-999;-999;12;-999;13;14;18;12;-999;14;-999;-999;-999;-999;-999;26;-999;-999;13;22;-999;20;-999;-999;14;-999;-999;12;14;-999;9;12
15/04/2020;;-999;7;-999;7;-999;8;-999;-999;7;5;9;6;-999;-999;-999;6;-999;5;9;-999;-999;-999;-999;-999;5;-999;7;8;7;5;-999;6;-999;-999;-999;-999;-999;8;-999;-999;4;6;-999;6;-999;-999;7;-999;-999;5;6;-999;3;4
16/04/2020;;-999;9;-999;-999;-999;15;-999;-999;12;9;10;10;-999;-999;-999;10;-999;8;11;-999;-999;-999;-999;-999;10;-999;5;8;-999;7;-999;9;-999;-999;-999;-999;-999;14;-999;-999;6;11;-999;12;-999;-999;9;-999;-999;7;8;-999;5;8
17/04/2020;;-999;-999;-999;-999;-999;-999;-999;-999;11;9;-999;9;-999;-999;-999;11;-999;8;11;-999;-999;-999;-999;-999;10;-999;8;8;-999;6;-999;8;-999;-999;-999;-999;-999;13;-999;-999;10;15;-999;13;-999;-999;7;-999;-999;5;7;-999;6;13
18/04/2020;;-999;-999;-999;9;-999;16;-999;-999;12;7;-999;9;-999;-999;-999;7;-999;6;7;-999;-999;-999;-999;-999;7;-999;7;8;7;6;-999;5;-999;-999;-999;-999;-999;17;-999;-999;13;15;-999;15;-999;-999;9;-999;-999;7;7;-999;8;11
19/04/2020;;-999;-999;-999;12;-999;19;-999;-999;13;11;-999;14;-999;-999;-999;5;-999;7;11;-999;-999;-999;-999;-999;7;-999;9;11;8;9;-999;9;-999;-999;-999;-999;-999;21;-999;-999;10;13;-999;15;-999;-999;10;-999;-999;10;10;-999;10;11
20/04/2020;;-999;-999;-999;9;-999;10;-999;-999;9;9;-999;10;-999;-999;-999;5;-999;8;11;-999;-999;-999;-999;-999;9;-999;10;9;5;8;-999;7;-999;-999;-999;-999;-999;15;-999;-999;5;13;-999;11;-999;-999;8;-999;-999;7;5;-999;9;6
21/04/2020;;-999;6;-999;10;-999;7;-999;-999;6;6;11;7;-999;-999;-999;2;-999;3;7;-999;-999;-999;-999;-999;7;-999;4;6;4;6;-999;3;-999;-999;-999;-999;-999;6;-999;-999;2;5;-999;5;-999;-999;7;-999;-999;3;2;-999;0;2
22/04/2020;;-999;7;-999;6;-999;6;-999;-999;6;6;6;7;-999;-999;-999;4;-999;5;3;-999;-999;-999;-999;-999;5;-999;5;5;2;4;-999;6;-999;-999;-999;-999;-999;5;-999;-999;4;3;-999;4;-999;-999;5;-999;-999;5;6;-999;5;4
23/04/2020;;-999;5;-999;8;-999;10;-999;-999;7;6;4;7;-999;-999;-999;8;-999;3;6;-999;-999;-999;-999;-999;7;-999;5;8;7;8;-999;5;-999;-999;-999;-999;-999;7;-999;-999;5;4;-999;7;-999;-999;6;-999;-999;8;12;-999;4;8
24/04/2020;;-999;13;-999;14;-999;12;-999;-999;9;11;12;11;-999;-999;-999;14;-999;11;12;-999;-999;-999;-999;-999;9;-999;10;11;11;11;-999;8;-999;-999;-999;-999;-999;11;-999;-999;8;10;-999;12;-999;-999;7;-999;-999;12;14;-999;9;9
25/04/2020;;-999;11;-999;11;-999;14;-999;-999;9;10;9;12;-999;-999;-999;12;-999;12;13;-999;-999;-999;-999;-999;9;-999;10;10;8;8;-999;7;-999;-999;-999;-999;-999;13;-999;-999;9;10;-999;12;-999;-999;8;-999;-999;10;9;-999;8;11
26/04/2020;;-999;5;-999;10;-999;8;-999;-999;8;5;6;7;-999;-999;-999;6;-999;5;8;-999;-999;-999;-999;-999;5;-999;6;6;4;6;-999;3;-999;-999;-999;-999;-999;9;-999;-999;6;9;-999;8;-999;-999;6;-999;-999;5;4;-999;6;8
27/04/2020;;-999;8;-999;10;-999;15;-999;-999;8;11;8;8;-999;-999;-999;7;-999;8;10;-999;-999;-999;-999;-999;8;-999;7;8;5;7;-999;5;-999;-999;-999;-999;-999;11;-999;-999;3;8;-999;8;-999;-999;6;-999;-999;6;6;-999;4;7
28/04/2020;;-999;10;-999;10;-999;9;-999;-999;8;8;6;10;-999;-999;-999;7;-999;9;9;-999;-999;-999;-999;-999;7;-999;8;6;5;7;-999;6;-999;-999;-999;-999;-999;11;-999;-999;-999;8;-999;10;-999;-999;6;-999;-999;5;5;-999;5;3
29/04/2020;;-999;7;-999;6;-999;7;-999;-999;6;5;5;6;-999;-999;-999;5;-999;5;6;-999;-999;-999;-999;-999;3;-999;6;7;4;7;-999;3;-999;-999;-999;-999;-999;7;-999;-999;-999;5;-999;7;-999;-999;6;-999;-999;5;4;-999;3;3
30/04/2020;;-999;9;-999;7;-999;8;-999;-999;7;6;6;8;-999;-999;-999;-999;-999;4;-999;-999;-999;-999;-999;-999;6;-999;5;5;3;6;-999;5;-999;-999;-999;-999;-999;7;-999;-999;5;6;-999;6;-999;-999;4;-999;-999;4;4;-999;2;3
01/05/2020;;-999;5;-999;5;-999;15;-999;-999;4;6;5;6;-999;-999;-999;4;-999;6;-999;-999;-999;-999;-999;-999;5;-999;8;7;3;7;-999;2;-999;-999;-999;-999;-999;8;-999;-999;5;7;-999;6;-999;-999;5;-999;-999;6;5;-999;3;4
02/05/2020;;-999;5;-999;6;-999;9;-999;-999;5;6;7;7;-999;-999;-999;5;-999;5;8;-999;-999;-999;-999;-999;6;-999;7;7;5;6;-999;2;-999;-999;-999;-999;-999;7;-999;-999;4;7;-999;6;-999;-999;6;-999;-999;5;5;-999;3;3
03/05/2020;;-999;7;-999;7;-999;6;-999;-999;7;9;7;7;-999;-999;-999;6;-999;5;7;-999;-999;-999;-999;-999;5;-999;5;5;2;6;-999;3;-999;-999;-999;-999;-999;6;-999;-999;5;6;-999;6;-999;-999;4;-999;-999;4;4;-999;3;4
04/05/2020;;-999;6;-999;7;-999;7;-999;-999;8;6;7;6;-999;-999;-999;6;-999;5;6;-999;-999;-999;-999;-999;5;-999;4;5;3;4;-999;2;-999;-999;-999;-999;-999;5;-999;-999;3;6;-999;6;-999;-999;5;-999;-999;5;4;-999;2;3
05/05/2020;;-999;8;-999;9;-999;12;-999;-999;7;9;7;7;-999;-999;-999;6;-999;7;9;-999;-999;-999;-999;-999;8;-999;6;4;5;3;-999;4;-999;-999;-999;-999;-999;8;-999;-999;5;8;-999;8;-999;-999;5;-999;-999;6;7;-999;3;5
06/05/2020;;-999;10;-999;8;-999;9;-999;-999;9;8;7;8;-999;-999;-999;8;-999;9;8;-999;-999;-999;-999;-999;5;-999;5;-999;4;6;-999;5;-999;-999;-999;-999;-999;9;-999;-999;5;7;-999;8;-999;-999;5;-999;-999;6;6;-999;3;4
07/05/2020;;-999;10;-999;9;-999;7;-999;-999;10;10;12;7;-999;-999;-999;7;-999;8;8;-999;-999;-999;-999;-999;7;-999;5;8;7;6;-999;5;-999;-999;-999;-999;-999;8;-999;-999;4;5;-999;6;-999;-999;6;-999;-999;6;6;-999;3;3
08/05/2020;;-999;9;-999;10;-999;12;-999;-999;10;9;7;9;-999;-999;-999;7;-999;8;10;-999;-999;-999;-999;-999;6;-999;4;7;4;6;-999;6;-999;-999;-999;-999;-999;11;-999;-999;6;7;-999;9;-999;-999;7;-999;-999;8;5;-999;4;4
09/05/2020;;-999;10;-999;11;-999;17;-999;-999;10;13;10;10;-999;-999;-999;10;-999;8;10;-999;-999;-999;-999;-999;8;-999;5;6;6;6;-999;5;-999;-999;-999;-999;-999;12;-999;-999;7;10;-999;10;-999;-999;8;-999;-999;8;6;-999;4;6
10/05/2020;;-999;6;-999;12;-999;11;-999;-999;11;11;9;10;-999;-999;-999;7;-999;8;10;-999;-999;-999;-999;-999;8;-999;5;7;4;6;-999;4;-999;-999;-999;-999;-999;12;-999;-999;5;9;-999;10;-999;-999;8;-999;-999;8;6;-999;5;8
11/05/2020;;-999;7;-999;8;-999;9;-999;-999;8;8;8;9;-999;-999;-999;4;-999;9;9;-999;-999;-999;-999;-999;5;-999;6;5;2;4;-999;2;-999;-999;-999;-999;-999;9;-999;-999;3;9;-999;8;-999;-999;6;-999;-999;6;4;-999;4;6
12/05/2020;;-999;7;-999;6;-999;7;-999;-999;6;8;6;6;-999;-999;-999;5;-999;6;8;-999;-999;-999;-999;-999;6;-999;5;7;2;6;-999;3;-999;-999;-999;-999;-999;7;-999;-999;3;-999;-999;-999;-999;-999;5;-999;-999;6;6;-999;2;4
13/05/2020;;-999;15;-999;15;-999;14;-999;-999;12;21;17;15;-999;-999;-999;6;-999;21;16;-999;-999;-999;-999;-999;13;-999;10;11;8;7;-999;6;-999;-999;-999;-999;-999;9;-999;-999;16;8;-999;9;-999;-999;7;-999;-999;13;7;-999;3;7
14/05/2020;;-999;20;-999;19;-999;17;-999;-999;15;17;17;17;-999;-999;-999;-999;-999;20;18;-999;-999;-999;-999;-999;13;-999;14;13;13;14;-999;9;-999;-999;-999;-999;-999;14;-999;-999;-999;12;-999;13;-999;-999;9;-999;-999;13;12;-999;8;14
15/05/2020;;-999;9;-999;10;-999;9;-999;-999;7;-999;8;8;-999;-999;-999;-999;-999;9;7;-999;-999;-999;-999;-999;6;-999;5;6;6;5;-999;3;-999;-999;-999;-999;-999;10;-999;-999;22;8;-999;9;-999;-999;6;-999;-999;6;4;-999;6;6
16/05/2020;;-999;11;-999;13;-999;13;-999;-999;9;15;17;16;-999;-999;-999;-999;-999;12;14;-999;-999;-999;-999;-999;12;-999;7;14;13;10;-999;4;-999;-999;-999;-999;-999;10;-999;-999;4;9;-999;9;-999;-999;7;-999;-999;9;7;-999;5;5
17/05/2020;;-999;16;-999;15;-999;18;-999;-999;12;18;11;16;-999;-999;-999;-999;-999;16;15;-999;-999;-999;-999;-999;12;-999;13;12;13;10;-999;8;-999;-999;-999;-999;-999;11;-999;-999;5;9;-999;11;-999;-999;9;-999;-999;7;12;-999;9;10
18/05/2020;;-999;-999;-999;15;-999;12;-999;-999;12;16;15;16;-999;-999;-999;-999;-999;14;17;-999;-999;-999;-999;-999;12;-999;11;14;10;12;-999;7;-999;-999;-999;-999;-999;10;-999;-999;5;7;-999;10;-999;-999;8;-999;-999;11;6;-999;7;8
19/05/2020;;-999;8;-999;-999;-999;12;-999;-999;7;10;9;9;-999;-999;-999;6;-999;8;8;-999;-999;-999;-999;-999;6;-999;8;7;3;7;-999;3;-999;-999;-999;-999;-999;10;-999;-999;5;9;-999;9;-999;-999;5;-999;-999;8;8;-999;4;8
20/05/2020;;-999;6;-999;14;-999;8;-999;-999;5;7;-999;7;-999;-999;-999;6;-999;7;7;-999;-999;-999;-999;-999;7;-999;4;8;-999;7;-999;4;-999;-999;-999;-999;-999;8;-999;-999;4;6;-999;7;-999;-999;6;-999;-999;5;4;-999;2;3
21/05/2020;;-999;7;-999;8;-999;14;-999;-999;7;12;14;-999;-999;-999;-999;8;-999;8;9;-999;-999;-999;-999;-999;14;-999;4;10;-999;6;-999;4;-999;-999;-999;-999;-999;6;-999;-999;4;7;-999;6;-999;-999;5;-999;-999;7;5;-999;3;4
22/05/2020;;-999;10;-999;9;-999;11;-999;-999;8;11;10;9;-999;-999;-999;12;-999;11;10;-999;-999;-999;-999;-999;8;-999;7;8;11;6;-999;5;-999;-999;-999;-999;-999;8;-999;-999;6;7;-999;8;-999;-999;7;-999;-999;8;6;-999;5;5
23/05/2020;;-999;12;-999;8;-999;12;-999;-999;7;12;9;8;-999;-999;-999;13;-999;8;10;-999;-999;-999;-999;-999;7;-999;5;8;10;6;-999;6;-999;-999;-999;-999;-999;10;-999;-999;7;9;-999;9;-999;-999;8;-999;-999;8;6;-999;6;6
24/05/2020;;-999;12;-999;8;-999;10;-999;-999;7;12;8;8;-999;-999;-999;15;-999;8;9;-999;-999;-999;-999;-999;5;-999;6;7;7;7;-999;7;-999;-999;-999;-999;-999;9;-999;-999;7;7;-999;9;-999;-999;6;-999;-999;8;6;-999;7;4
25/05/2020;;-999;8;-999;9;-999;16;-999;-999;7;10;10;8;-999;-999;-999;11;-999;5;9;-999;-999;-999;-999;-999;8;-999;5;8;7;7;-999;5;-999;-999;-999;-999;-999;6;-999;-999;4;5;-999;6;-999;-999;7;-999;-999;6;4;-999;4;3
26/05/2020;;-999;5;-999;6;-999;8;-999;-999;3;11;11;8;-999;-999;-999;4;-999;6;8;-999;-999;-999;-999;-999;6;-999;3;7;5;6;-999;3;-999;-999;-999;-999;-999;7;-999;-999;2;5;-999;6;-999;-999;4;-999;-999;5;4;-999;1;3
27/05/2020;;-999;4;-999;4;-999;-999;-999;-999;4;7;8;6;-999;-999;-999;5;-999;6;5;-999;-999;-999;-999;-999;4;-999;3;6;4;5;-999;2;-999;-999;-999;-999;-999;4;-999;-999;2;4;-999;3;-999;-999;5;-999;-999;5;3;-999;1;3
28/05/2020;;-999;4;-999;8;-999;11;-999;-999;6;8;8;12;-999;-999;-999;4;-999;6;8;-999;-999;-999;-999;-999;4;-999;5;6;4;5;-999;2;-999;-999;-999;-999;-999;7;-999;-999;3;4;-999;6;-999;-999;6;-999;-999;6;4;-999;3;4
29/05/2020;;-999;6;-999;9;-999;8;-999;-999;7;7;6;7;-999;-999;-999;-999;-999;8;10;-999;-999;-999;-999;-999;7;-999;7;6;3;6;-999;4;-999;-999;-999;-999;-999;8;-999;-999;4;8;-999;7;-999;-999;6;-999;-999;6;4;-999;4;5
30/05/2020;;-999;5;-999;8;-999;7;-999;-999;6;6;7;6;-999;-999;-999;7;-999;6;10;-999;-999;-999;-999;-999;6;-999;5;5;1;5;-999;1;-999;-999;-999;-999;-999;6;-999;-999;2;6;-999;5;-999;-999;5;-999;-999;3;6;-999;2;2
31/05/2020;;-999;5;-999;13;-999;8;-999;-999;6;9;8;7;-999;-999;-999;6;-999;5;8;-999;-999;-999;-999;-999;8;-999;6;7;2;7;-999;4;-999;-999;-999;-999;-999;6;-999;-999;3;6;-999;7;-999;-999;6;-999;-999;6;7;-999;3;5
01/06/2020;;-999;7;-999;8;-999;14;-999;-999;7;7;8;8;-999;-999;-999;7;-999;8;10;-999;-999;-999;-999;-999;7;-999;5;8;4;6;-999;3;-999;-999;-999;-999;-999;8;-999;-999;3;6;-999;8;-999;-999;6;-999;-999;4;5;-999;3;4
02/06/2020;;-999;8;-999;8;-999;9;-999;-999;8;8;7;7;-999;-999;-999;6;-999;6;8;-999;-999;-999;-999;-999;7;-999;7;7;3;6;-999;2;-999;-999;-999;-999;-999;8;-999;-999;3;6;-999;7;-999;-999;5;-999;-999;5;5;-999;3;4
03/06/2020;;-999;7;-999;6;-999;9;-999;-999;7;9;6;8;-999;-999;-999;6;-999;6;9;-999;-999;-999;-999;-999;5;-999;6;7;3;6;-999;4;-999;-999;-999;-999;-999;8;-999;-999;4;-999;-999;7;-999;-999;6;-999;-999;5;5;-999;6;4
04/06/2020;;-999;5;-999;8;-999;8;-999;-999;6;10;10;9;-999;-999;-999;1;-999;7;9;-999;-999;-999;-999;-999;8;-999;7;7;1;5;-999;4;-999;-999;-999;-999;-999;7;-999;-999;2;-999;-999;-999;-999;-999;6;-999;-999;6;6;-999;4;4
05/06/2020;;-999;6;-999;11;-999;11;-999;-999;6;5;6;7;-999;-999;-999;5;-999;6;7;-999;-999;-999;-999;-999;7;-999;7;10;3;7;-999;3;-999;-999;-999;-999;-999;6;-999;-999;2;6;-999;6;-999;-999;5;-999;-999;7;4;-999;4;4
06/06/2020;;-999;9;-999;6;-999;8;-999;-999;7;7;7;6;-999;-999;-999;5;-999;6;8;-999;-999;-999;-999;-999;7;-999;7;8;6;5;-999;3;-999;-999;-999;-999;-999;6;-999;-999;3;7;-999;5;-999;-999;6;-999;-999;5;4;-999;3;4
