"station_eu_code";"rmse_20";"rmse_80";"mse_20";"mse_80";"rsq_20";"rsq_80";"FAC2";"FB";"NMSE"
IT0267A;13.935073719537;13.2507376266513;194.186279568931;175.582047650353;0.578544537472437;0.570581070376266;0.932011331444759;0.000738399244301928;0.144322120623502
IT0594A;13.3341876919066;11.633493905516;177.800561402993;135.338180449678;0.618772279104909;0.658096657862495;0.947826086956522;0.0257460821378544;0.1390513148463
IT0692A;12.4718193376346;11.6560953977266;155.546277590596;135.864559920902;0.545025420635257;0.605701801548929;0.925925925925926;0.00288369856342499;0.151753809880737
IT0705A;15.8733345405261;11.9818806852063;251.962749435458;143.565464754519;0.540584557923165;0.654741947607313;0.908045977011494;0.00857488765261599;0.164000352768592
IT0706A;15.074333586366;13.4156763246029;227.235533073041;179.98037124651;0.62082198961585;0.670625431543469;0.917378917378917;0.00805420770296171;0.142912988948567
IT0707A;13.2299892558037;11.6528139187575;175.032615708682;135.788072225188;0.619114296328314;0.647907085382429;0.910863509749304;0.000775639393182413;0.138334144915715
IT0709A;10.9301822415895;11.9638436168401;119.468883834358;143.133554088206;0.677766623273918;0.659559062323287;0.957983193277311;0.00785480258358715;0.0968913107837974
IT0740A;12.0709672177682;10.9517604791266;145.708249572435;119.941057592159;0.596727367350052;0.641057623900232;0.944767441860465;0.0120102773997979;0.147537884876206
IT0742A;13.1471333953895;10.2370525428546;172.847116516167;104.797244765165;0.589818554883095;0.671591460004544;0.899713467048711;0.0235493569335488;0.144917462374968
IT0771A;10.7861564775792;12.0018767662836;116.341171558824;144.045045913057;0.685017420230078;0.675156656871128;0.920454545454545;0.0213185578419847;0.108999955659531
IT0776A;14.245014164853;10.6197102535982;202.920428556862;112.778245870379;0.474612638352648;0.624626738387895;0.884831460674157;0.00803388253415443;0.269685246806301
IT0777A;12.0302165324233;12.3855542500926;144.72610981699;153.401954081988;0.67738091871488;0.689244176996895;0.95702005730659;0.0227907772757033;0.102214781413041
IT0778A;12.6398536654735;12.6972918353275;159.765900684583;161.221219951475;0.621816233853658;0.652398100616961;0.971590909090909;0.00676903362838018;0.129074484223003
IT0839A;12.8345115299989;13.1714088498898;164.724686213674;173.486011090956;0.637203914380253;0.621417188713045;0.918539325842697;0.0248750008128602;0.105890726438554
IT0840A;12.0754414979502;12.5878367352901;145.816287370418;158.453633674318;0.575639582934512;0.628250246020334;0.964705882352941;0.0268593091068527;0.0900312042783697
IT0846A;14.0411885449789;14.568156796342;197.154975755646;212.231192442804;0.695867412367241;0.699411032082456;0.894586894586895;0.0538356701099635;0.100543953822528
